product_name,review_title,review_text,review_rating,review_date,brand_name
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,Can't wait to wear these to an event,"WOW!!! I love these shoes. The fit perfectly, they are comfy, AND super stylish. When the pandemic is over, I cannot wait until I can wear these out. 10/10 recommend. Plus, the packaging is really fun to open.",5.0,Reviewed in the United States on 16 December 2020,Allonsi
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",Nice,"Beautiful sneakers. I like the color, fit, all leather. I am a woman and bought these at men's department because my size is 42. But they are unisex",5.0,Reviewed in Germany on 24 August 2020,Reebok
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",great deal great price,I got these Runners in 2 days they  fit amazing & comfortable.  and great price,5.0,Reviewed in Canada on 26 February 2020,Reebok
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",Very comfortable,She was very very comfortable looks like the picture,5.0,Reviewed in Canada on 2 April 2020,Reebok
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",Seems to be polyurethane coated leather thinner than thin,"My husband wore these around the house 5 minutes after using them as a nightlight for two weeks. Yes these shoes in the color Pantone are just that bright. He says the shoes are the correct size. The fit is so poor his heel comes out with each step.Not actual leather. These shoes are nothing like the so called original Reebok. There is a material allowed to be called leather that is polyurethane attached to leather, allegedly leather, that I think is a ""leather"" constructed from dandruff scales removed with all the success of fracking.",2.0,Reviewed in the United States on 23 January 2021,Reebok
"dearfoams unisex kid's mia furry closed back with heart detail slipper, grey frost, 13-1 big kid medium us big kid",Cozy Slipper,I really dislike when companies combine sizes for kids.  I bought the 13-1 size for my daughter who is almost a 1.5.  But the next size was a 2-3.  Luckily these fit her and she finds them very comfortable. The memory foam and non-slip bottoms are a bonus.,5.0,Reviewed in the United States on 28 September 2020,Dearfoams
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",Nice Shoes Good Value,I ordered these shoes one half size larger than my normal size. It was recommended by several reviewers. They are a perfect fit and comfortable. I immediately bought another pair to put away. I play tennis in them and wear out shoes in less than a  year. Expensive shoes don't last longer either. I have not had good luck buying shoes on Amazon but I am very pleased with these. I thought about buying two extra pair but at age 70 that might be too optimistic.,5.0,Reviewed in the United States on 14 November 2020,Reebok
"dearfoams unisex kid's mia furry closed back with heart detail slipper, grey frost, 13-1 big kid medium us big kid",They're a good fit,I love them for my 4 year old daughter. She picked them out and they are easy for her to put on . No running in them your child can slip but they still have the hard bottom. And they're very soft and my daughter stated that she feels like she's walking on a cloud lol. So I'm assuming the memory foam works lol.,5.0,Reviewed in the United States on 20 May 2020,Dearfoams
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",Walk in in comfort and color!!!!!,"Comfortable, colorful, fun shoe!  After 56 years of buying strictly white sneakers, I really had to think out of the box for this purchase.  Fortunately, I did, and I love my new, blue shoes!!!  Realistically, I purchased these shoes for better comfort when walking.  I'm an avid walker, and my most recent walking shoes have not been a great fit for walking.  Plus, they were falling into poor condition.  Naturally, my first objective was comfortable shoes for walking.  However, when I found these colorful, retro blue shoes, I couldn't resist.  I've never owned a pair of shoes anywhere near the color of my purchase, but I'm so proud of them!  They look and feel great!!  Of course, in the beginning, as with all shoes, you must ""break"" them in.  The more you wear them, the more the comfort increases.  I have been walking in mine for about three weeks, and they're just now starting to offer the comfort and support I expect.  The look and color get immediate attention.  The first time out of the house , my good friend immediately noticed and was complimentary!  I have a weekly walking group on Tuesday night, and the first time I  wore these shoes, every person noticed and made favorable comments.  The bottom line;  nice, comfortable, colorful, fun shoe!!  Great for walking!!",5.0,Reviewed in the United States on 9 June 2019,Reebok
"dearfoams unisex kid's mia furry closed back with heart detail slipper, grey frost, 13-1 big kid medium us big kid",Cozy kid’s slippers,Purchased these for my 7 year old as she’d outgrown her other slippers. She loves the cozy material and the sweet heart detail.,5.0,Reviewed in the United States on 6 May 2021,Dearfoams
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",Not leather,"The chalk color sneaker is NOT leather, so three stars for that. It is a thin fabric. The shoe is on the narrow side (I have medium wide feet)  but fits comfortably. I agree with another reviewer that cushioning is lacking but I solved this with gel soles from the drugstore. Overall the shoe is perfect at this price for casual walking or standing for a good amount of time. The color is nice.The black pair may be leather. I can’t really tell, but the tab at the back of the shoe, which feels like leather, is not the same texture as the rest of the shoe. It fits the same. Overall a good purchase.",3.0,Reviewed in the United States on 9 February 2021,Reebok
"dearfoams unisex kid's mia furry closed back with heart detail slipper, grey frost, 13-1 big kid medium us big kid",Slippers,They were a little bit big but I just wear them like slippers with no back,5.0,Reviewed in the United States on 6 April 2021,Dearfoams
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium",Wears bad for $75 not $30 like before!,Love these..great looking for sure BUT the material wears off from water/normal maintenance (no chemicals used to wash) you’d do on a shoe. I have two extremely lightly worn pairs that I got about 3 months ago now. The first I made mistakes on so got a second pair..found the mistakes were more or less unavoidable. Why I rate these low has nothing actually do to with the shoe or the wear...I rate them low because I bought these for $29 dollars the first time and $32 the second! There no way they are worth $75 even with low supply! That’s more than double for a shoe that wears easy! Don’t do it! Look great but not for that price unless you buying them for a fit or just a Single occasion!,2.0,Reviewed in the United States on 28 February 2021,Reebok
"reebok lifestyle classic leather white/white/white men's 6, women's 7.5 medium","If you like gold, these are the shoes for you :)","So cute and super gold hahah! More like a faint prism gold. Not a flat gold. It’s little shinier than I expected. You definitely would be seen a mile away. I love them. However, I had to return them because they are little too short for my toes.  I have narrow, long toed feet lol.  I am usually a 7.5...The left shoe has a red sole and it has the Wonder Woman 1984 printed . The right is blue inside the sole. Too cute. Metallic gold laces.Also, it’s packaged in a sweet shoe box that resembles a cassette tape. So cute.",5.0,Reviewed in the United States on 18 January 2021,Reebok
saucony men&#39;s grid raptor tr 2,Saucony can deliver the best bang for the buck,"I own Salomon, Merrell, North Face, etc. trail shoes and Saucony is right in with them on quality for a decent price (especially these shoes I got for $34). Plus, they are generally a lot more comfortable. If you haven't bought a pair of Saucony trail shoes, I recommend you try them, you might just become a convert. I rarely give 5 stars on anything because nothing is perfect but if I could, I'd give these a 4.75 star rating. Too bad they are out of production. I personally loved the Raptor TR black and yellow shoe. Although they weren't pretty, they were super rugged shoes with premium comfort. Probably the best trail shoe I've owned. Tread lasted forever and had great grip in varied environments.",4.0,Reviewed in the United States on 29 April 2021,Saucony
saucony men&#39;s grid raptor tr 2,If the Shoe Fits ............,"When hubby asked me to find him a pair of size 10 wide tennis shoes and gave me 2 color options, the search was on. If I found one the right size, it was the wrong color, and if it was the right color, it wasn't available in a 10 wide. Then I found this one and the color was acceptable and the size was right. But having never heard of this brand, I was hesitant. After a little more searching to no avail, I bit the bullet. The shoes fit perfectly and hubby is very pleased with the color. So if you are hesitating, don't. I would highly recommend this brand of shoe and this seller.",5.0,Reviewed in the United States on 2 November 2019,Saucony
